bbm,platform_record,match_type,quadrant,confidence,justification,breakdown,review_required,accepted,llm_reason,guardrail,synonym_match,synonym_evidence,candidate_group_size,candidate_group_ids,bbm_sci_name,bbm_genus,bbm_species,bbm_collector,bbm_date,bbm_locality,platform_sci_name,platform_genus,platform_species,platform_collector,platform_date,platform_locality
BBM:F032761,MO:208863,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F032761; MO:208863,heterotextus alpinus,heterotextus,alpinus,,2015-06-27,whistler; blackcomb mountain,heterotextus alpinus,heterotextus,alpinus,oluna & adolf ceska,2015-06-27,"blackcomb mountain, whistler, british columbia, canada"
BBM:F027732,MO:67818,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,2,BBM:F027732; MO:67818,wynnella silvicola,wynnella,silvicola,,2011-05-21,"victoria, saanich peninsula, todd inlet provincial park, off wallace drive",wynnella silvicola,wynnella,silvicola,oluna & adolf ceska,2011-05-21,"tod inlet, saanich peninsula, vancouver island, british columbia, canada"
BBM:F028097,MO:120123,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F028097; MO:120123,rhodocollybia oregonensis,rhodocollybia,oregonensis,,2012-12-13,"vancouver island, duncan, elkington garry oak reserve",rhodocollybia oregonensis,rhodocollybia,oregonensis,oluna & adolf ceska,2012-12-13,"""elkington property"", 1241 maple bay rd., cowichan garry oak preserve, duncan, vancouver island, british columbia, canada"
BBM:F031944,MO:66318,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F031944; MO:66318,rhodocollybia oregonensis,rhodocollybia,oregonensis,,2005-12-13,"victoria, saanich peninsula, observatory hill; e slope above the paved road",rhodocollybia oregonensis,rhodocollybia,oregonensis,oluna & adolf ceska,2005-12-13,"observatory hill, victoria, british columbia, canada"
BBM:F025546,MO:102446,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,2,BBM:F025546; MO:102446,rickenella swartzii,rickenella,swartzii,,2012-07-18,"victoria, saanich peninsula, observatory hill; below the paved road, along the ephemeral creek",rickenella swartzii,rickenella,swartzii,oluna & adolf ceska,2012-07-18,"observatory hill, victoria, british columbia, canada"
BBM:F029378,MO:65007,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F029378; MO:65007,rickenella fibula,rickenella,fibula,,2007-10-11,"victoria, saanich peninsula, observatory hill; along the upper portion of the path below the administrative buildings",rickenella fibula,rickenella,fibula,oluna & adolf ceska,2007-10-11,"observatory hill, victoria, british columbia, canada"
BBM:F029165,MO:168888,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F029165; MO:168888,trichaptum abietinum,trichaptum,abietinum,,2007-02-25,"victoria, saanich peninsula, observatory hill; mixed forest between the paved road and the ephemeral creek",trichaptum abietinum,trichaptum,abietinum,oluna & adolf ceska,2007-02-25,"observatory hill, victoria, british columbia, canada"
BBM:F029134,MO:168694,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F029134; MO:168694,micromphale arbuticola,micromphale,arbuticola,,2007-02-11,"victoria, saanich peninsula, observatory hill; southern slope above the main gate on the left side of the road going up",micromphale arbuticola,micromphale,arbuticola,oluna & adolf ceska,2007-02-11,"observatory hill, victoria, british columbia, canada"
BBM:F031438,MO:196365,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F031438; MO:196365,micromphale perforans,micromphale,perforans,,2004-09-23,"metchosin, along galloping goose trail behind pearson college",micromphale perforans,micromphale,perforans,oluna & adolf ceska,2004-09-23,"galloping goose trail, behind pearson college, metchosin, british columbia, canada"
BBM:F027821,MO:80766,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,"01,02",False,True,,,False,,2,BBM:F027821; MO:80766,alboleptonia ochracea,alboleptonia,ochracea,,2011-10-21,"breitenbush hot springa area; mushoom foray, collecting along the breitenbush river around breit. campground",alboleptonia ochracea,alboleptonia,ochracea,oluna & adolf ceska,2011-10-22,"breitenbush hot springs, breitenbush, marion co., oregon, usa"
BBM:F029977,MO:167339,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F029977; MO:167339,alboleptonia ochracea,alboleptonia,ochracea,,2008-12-07,"victoria, saanich peninsula, observatory hill; 'ravine"" on the w margin of observatory road, shortcut between the admin buildings and the hairpin curve",alboleptonia ochracea,alboleptonia,ochracea,oluna & adolf ceska,2008-12-07,"observatory hill, victoria, british columbia, canada"
BBM:F031463,MO:198383,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,2,BBM:F031463; MO:198383,alboleptonia earlei,alboleptonia,earlei,,2004-10-12,"colwood, mill hill crd park, along the main trail up to rock outcrops with quercus garryana",alboleptonia earlei,alboleptonia,earlei,oluna & adolf ceska,2004-10-12,"mill hill, victoria, british columbia, canada"
BBM:F028327,MO:149860,similar,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),"01,05",False,True,,,True,gbif:entoloma sericellum; indexfungorum:entoloma sericellum; mo:alboleptonia adnatifolia,2,BBM:F028327; MO:149860,alboleptonia sericella,alboleptonia,sericella,,2013-10-19,"vancouver island, mesachie lake, forestry station",entoloma sericellum,entoloma,sericellum,oluna & adolf ceska,2013-10-19,"forestry station, mesachie lake, vancouver island, british columbia, canada"
BBM:F024188,MO:75629,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,2,BBM:F024188; MO:75629,lepista densifolia,lepista,densifolia,,2010-01-26,"victoria, saanich peninsula, observatory hill; disturbed area in front of the administrative building",lepista densifolia,lepista,densifolia,oluna & adolf ceska,2010-01-26,"observatory hill, victoria, british columbia, canada"
BBM:F026359,MO:154826,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,2,BBM:F026359; MO:154826,lepista densifolia,lepista,densifolia,,2013-11-26,"victoria, saanich peninsula, observatory hill; between the paved road and the ephemeral creek",lepista densifolia,lepista,densifolia,oluna & adolf ceska,2013-11-26,"observatory hill, victoria, british columbia, canada"
BBM:F018325,MO:134492,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,3,BBM:F018325; BBM:F023807; MO:134492,polyporoletus sublividus,polyporoletus,sublividus,,2007-08-31,mount washington,polyporoletus sublividus,polyporoletus,sublividus,oluna & adolf ceska,2007-08-31,"mount washington, vancouver island, british columbia, canada"
BBM:F023807,MO:134492,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,3,BBM:F018325; BBM:F023807; MO:134492,polyporoletus sublividus,polyporoletus,sublividus,,2007-08-31,mt. washington,polyporoletus sublividus,polyporoletus,sublividus,oluna & adolf ceska,2007-08-31,"mount washington, vancouver island, british columbia, canada"
BBM:F029429,MO:70981,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,"01,05",False,True,,,True,gbif:bovista pusilla; indexfungorum:bovista pusilla; mo:bovista pusilla,2,BBM:F029429; MO:70981,lycoperdon pusillum,lycoperdon,pusillum,,2007-10-29,"victoria, saanich peninsula, observatory hill; forest margin behind the smaller dome",bovista pusilla,bovista,pusilla,oluna & adolf ceska,2007-10-29,"observatory hill, victoria, british columbia, canada"
BBM:F027495,MO:75978,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F027495; MO:75978,phaeocollybia ammiratii,phaeocollybia,ammiratii,,2010-09-17,"port renfrew, avatar forest at the gordon river main logging road e of baird creek crossing",phaeocollybia ammiratii,phaeocollybia,ammiratii,oluna & adolf ceska,2010-09-17,"avatar grove, port renfrew, british columbia, canada"
BBM:F028324,MO:151877,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F028324; MO:151877,phaeocollybia attenuata,phaeocollybia,attenuata,,2013-10-05,"port angeles, west of port angeles, old-growth forest stand ca. 17 miles up the forest service road 2918",phaeocollybia attenuata,phaeocollybia,attenuata,oluna & adolf ceska,2013-10-05,"old-growth forest stand ca. 17 miles up the forest service road 2918, west of port angeles, clallam co., washington, usa"
BBM:F028345,MO:149518,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F028345; MO:149518,phaeocollybia fallax,phaeocollybia,fallax,,2013-10-20,"vancouver island, nitinat road between gordon bay and nitinal lake",phaeocollybia fallax,phaeocollybia,fallax,oluna & adolf ceska,2013-10-20,"nitinat road between gordon bay and nitinat lake, sw of cowichan lake, vancouver island, british columbia, canada"
BBM:F028346,MO:149527,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F028346; MO:149527,phaeocollybia kauffmanii,phaeocollybia,kauffmanii,,2013-10-20,"vancouver island, nitinat road between gordon bay and nitinal lake",phaeocollybia kauffmanii,phaeocollybia,kauffmanii,oluna & adolf ceska,2013-10-20,"nitinat road between gordon bay and nitinat lake, sw of cowichan lake, vancouver island, british columbia, canada"
BBM:F027202,MO:224260,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,2,BBM:F027202; MO:224260,ischnoderma benzoinum,ischnoderma,benzoinum,,2009-11-18,"victoria, saanich peninsula, observatory hill; e-slope, just above the hairpin curve",ischnoderma benzoinum,ischnoderma,benzoinum,oluna & adolf ceska,2009-11-18,"observatory hill, victoria, british columbia, canada"
BBM:F031389,MO:195679,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F031389; MO:195679,arrhenia retiruga,arrhenia,retiruga,,2004-01-12,"saanich peninsula, heals rifle range, dnd property; along the trail on northern boundary",arrhenia retiruga,arrhenia,retiruga,oluna & adolf ceska,2004-01-12,"heals rifle range, victoria, british columbia, canada"
BBM:F025504,MO:97068,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,2,BBM:F025504; MO:97068,tarzetta cupularis,tarzetta,cupularis,,2012-05-25,"victoria, saanich peninsula, observatory hill; below the paved road, along the ephemeral creek",tarzetta cupularis,tarzetta,cupularis,oluna & adolf ceska,2012-05-25,"observatory hill, victoria, british columbia, canada"
BBM:F025930,MO:160378,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,2,BBM:F025930; MO:160378,tarzetta cupularis,tarzetta,cupularis,,2013-04-24,"victoria, saanich peninsula, observatory hill; below the paved road, around and above a small wetland connected with the ephemeral creek",tarzetta cupularis,tarzetta,cupularis,oluna & adolf ceska,2013-04-24,"observatory hill, victoria, british columbia, canada"
BBM:F026826,MO:120140,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F026826; MO:120140,tarzetta cupularis,tarzetta,cupularis,,2009-04-19,"metchosin, van der meer - camosun college property",tarzetta cupularis,tarzetta,cupularis,oluna & adolf ceska,2009-04-19,"van der meer - camosun college property, metchosin, british columbia, canada"
BBM:F029254,MO:171611,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F029254; MO:171611,tarzetta cupularis,tarzetta,cupularis,,2007-05-25,"victoria, mount wells, n of irving road (off helmcken rd.)",tarzetta cupularis,tarzetta,cupularis,oluna & adolf ceska,2007-05-25,"mount wells, langford, vancouver island, british columbia, canada"
BBM:F024611,MO:64235,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,"01,02",False,True,,,False,,2,BBM:F024611; MO:64235,limacella delicata,limacella,delicata,,2010-10-05,"victoria, saanich peninsula, observatory hill; below the paved road, along the ephemeral creek",limacella delicata,limacella,delicata,oluna & adolf ceska,2010-10-05,"observatory hill, victoria, british columbia, canada"
BBM:F027035,MO:367191,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F027035; MO:367191,limacella illinita,limacella,illinita,,2009-10-11,"texada island, davie bay,along the trail to limestone cliffs",limacella illinita,limacella,illinita,oluna & adolf ceska,2009-10-11,"davis bay, texada island, british columbia, canada"
BBM:F031436,MO:196188,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,2,BBM:F031436; MO:196188,limacella glioderma,limacella,glioderma,,2004-09-23,"metchosin, along galloping goose trail behind pearson college",limacella glioderma,limacella,glioderma,oluna & adolf ceska,2004-09-23,"galloping goose trail, behind pearson college, metchosin, british columbia, canada"
BBM:F031788,MO:196208,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F031788; MO:196208,limacella illinita,limacella,illinita,,2005-11-06,"victoria, saanich peninsula, observatory hill; sw slope",limacella illinita,limacella,illinita,oluna & adolf ceska,2005-11-06,"observatory hill, victoria, british columbia, canada"
BBM:F031843,MO:218601,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F031843; MO:218601,limacella ochraceolutea,limacella,ochraceolutea,,2005-11-22,"victoria, saanich peninsula, observatory hill; mixed forest behind the smaller dome",limacella ochraceolutea,limacella,ochraceolutea,oluna & adolf ceska,2005-11-22,"observatory hill, victoria, british columbia, canada"
BBM:F028882,MO:174752,similar,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),"01,05",False,True,,,True,gbif:arrhenia fusconigra; indexfungorum:arrhenia fusconigra; mo:arrhenia fusconigra,2,BBM:F028882; MO:174752,omphalina fusconigra,omphalina,fusconigra,,2006-09-29,"port renfrew, a small bog on the road e of the town",arrhenia fusconigra,arrhenia,fusconigra,oluna & adolf ceska,2006-09-29,"small bog ca. 3 km se of port renfrew on the west coast rd., hi # 14, british columbia, canada"
