bbm,guid,status,breakdown
F021029,BCED4C95-0304-B441-8988-5A0941D29868,present,
F021030,BF008A81-C0F7-4543-919C-068855707A5F,present,
F021031,F3037060-11EB-5E47-BB80-C2A1A1240932,present,
F021032,696701F0-536E-C143-9464-22429866D900,present,
F021033,2CF309C7-BDAB-5646-B16B-268E6AFF7B2B,present,
F021034,FA0A25EA-F030-CC41-9519-4C68480E76E1,present,
F021035,25EDC37C-3F58-6147-99A4-FD0CDF841BCF,present,
F021036,2EF6A302-70F7-DA44-A200-880B05C2932C,present,
F021037,AB9CBE40-81DC-B94C-8DCC-1A3424D43B6C,present,
F021038,5A6DAF16-1BE8-2045-8FBD-CCC70B5068F3,present,
F021039,01D6E3E9-97B6-2941-A0C8-1A2BBF646E60,present,
F021040,2F509D1C-EFAE-3241-BAA7-512C27D92D8B,present,
F021041,A56340CE-34A3-5F4E-9473-11A1BF17EED6,present,
F021042,82DBD161-5F5D-E840-9C8F-BDA6EDA234CF,present,
F021043,1A14EF75-38FB-8847-8312-D354678E002C,present,
F021044,C1C773D5-2558-564B-B15C-D517E6C6EE3A,present,
F021045,229870C1-D25D-1F46-8199-77A80278EEB4,present,
F021046,4E25056E-6403-AF44-BEE5-5F85520B7AFA,present,
F021047,08433C20-D5CA-9947-A97A-5F3DD5185028,present,
F021048,79299CCB-7FFB-C045-BC98-1C6911AF7CAB,present,
F021049,63B425A6-D16C-904D-8769-E4EE3365E624,present,
F021050,0F26869C-B37A-8840-8A83-A0C60D6E76D3,present,
F021051,7F3EB0DC-0D38-FD40-8E68-E528AA56FB8D,present,
F021052,BBF1B280-4FEC-2A47-BFF8-53DB02CF764F,present,
F021053,F8466B76-FFCC-3347-8A3C-B9546993C3F7,present,
F021054,5C10B450-B7A3-E74E-881A-941F37AAD5EA,present,
F021055,16CBF534-0BA6-D74A-82FC-531A5E076193,present,
F021056,1908422B-7D49-6849-A3AB-0051EBBF4B37,present,
F021057,79329767-D184-AE4C-9436-E619D298F01A,present,
F021058,DFC49A9D-54D4-1548-B983-590D16F05DE4,present,
F021059,1E4BC35F-5FDC-E444-8730-BD2147284ACC,present,
F021060,726ED37C-2081-1A47-B257-4827449F5227,present,
F021061,B9C749B3-819C-0D4B-A007-9F1F183E941B,present,
F021062,C8DAAC26-9681-854D-96A6-2B08F18DE5F4,present,
F021063,D67E1E81-ECB8-5544-B3AD-0F2301BCF8D9,present,
F021064,AB905941-67AE-584C-8AD9-6405DBD2DFA0,present,
F021065,27D33ADA-6F4E-8847-88A3-058D637D8DBB,present,
F021066,E3A81558-4077-1646-BFFD-F687AFF4CABA,present,
F021067,9B23CB1B-AC4D-FA4F-A510-B7281862CD8E,present,
F021068,B0D6ED5D-8F00-D443-8014-36652A519E7F,present,
F021069,7140B373-BD56-374D-80F6-39A7D639F0BF,present,
F021070,C21D9D7B-DC42-D44A-AF5C-21AC0FD53BA1,present,
F021071,EB1F850F-8ECD-5C42-81B4-2817FA50C1E1,present,
F021072,79C38466-3666-A747-A688-0C63D558A180,present,
F021073,FBA7EFF4-3CC1-1640-90CC-FF2F4FF9D892,present,
F021074,93C240A2-2CEC-4E4B-9822-E190605C86D9,present,
F021075,690B9A51-380A-BD4C-BB80-A997398EF813,present,
F021076,EC21489E-B95F-5E49-B8DB-A0694B897F5E,present,
F021077,DA127A63-5C8A-5C4E-9FE4-0340897D2934,present,
F021078,AA7830AB-E142-BE43-8935-C1302D279CAB,present,
F021079,7521F65F-46EA-8342-ACB9-7DA3EA91DA6A,present,
F021080,CDC3688F-1C75-794C-A65A-C7B2A7ADD3F9,present,
F021081,89F8BF09-4FC3-6040-80DA-EDBC3E38C236,present,
F021082,E9187222-97E8-694B-B2BC-ADA4A3505359,present,
F021083,A71E04DA-E1FD-3A47-BACD-7282FA60BFD8,present,
F021084,8BA132E9-D66F-E143-8E86-0290DAD69162,present,
F021085,D5E00CD1-7E60-4F4C-89BF-41544F500E44,present,
F021086,E6AB0002-7887-5F44-9AB8-455BF89067E5,present,
F021087,C137E282-FE5C-3941-9918-655B49E5C35E,present,
F021088,D15546D3-2058-F24A-9DA4-4FB0B47AEBC5,present,
F021089,595FE1ED-F050-9E49-8D01-C3B709274EA6,present,
F021090,42071BBF-2228-2541-9828-2155E96F07D7,present,
F021091,FFA46767-575C-CC4C-910D-F227E35FC7F5,present,
F021092,392490F0-4414-1B44-84E1-031610242FE9,present,
F021093,3F48B89E-DFFD-5443-AB05-0107F0C5F5E7,present,
F021094,3E852915-C4D1-6240-B7B5-442891887A94,present,
F021095,27E4BD61-B54B-C845-B0D4-39D52C65400C,present,
F021096,9F950FF1-C2A0-8242-BA4D-94C104961DB2,present,
F021097,1842238C-5C52-7346-93A1-B5A1290FCF0F,present,
F021098,251D37C6-216B-1A4F-85C9-62D68EAFE111,present,
F021099,FDB78414-9F7A-234A-AC87-ED03E35EDCDC,present,
F021100,4F05D5D8-CC1C-0C4E-A0F8-B2EA798F99BE,present,
F021101,B48FEE87-8B96-3C40-AB0B-B7E11F813691,present,
F021102,06BFB763-CF4B-074F-A456-E04CF9E3F2E2,present,
F021103,F0ABD924-40B3-3948-89D1-C2B612AEE228,present,
F021104,32B45677-B2B4-EB44-AE3C-BF93289A99C0,present,
F021105,F94513EC-5491-A541-8732-C8BD99EB6976,present,
F021106,B733144A-1507-934B-A4D8-DA69FE990305,present,
F021107,9BBEE363-AAC1-244D-89F5-E988C916AAE2,present,
F021108,08EC7CC8-4D6B-9E4C-AC67-967BF99659B8,present,
F021109,30F4A28C-0917-B340-A290-7E833A5AF327,present,
F021110,2845FFC0-80E0-ED4C-946D-4ECC3AC77AD0,present,
F021111,A820F4DE-8566-174F-B02D-87BAB3EA3E99,present,
F021112,1AFE7943-2F66-7343-ADDF-78F950E1B416,present,
F021113,74308865-86DB-4740-B1F7-BBE6029A772B,present,
F021114,28F1EA3E-ED85-FD4E-99DF-5CEDD9DD367D,present,
F021115,37B44A1B-31C5-9F47-9BCD-E31F23A58162,present,
F021116,E389630F-EF7A-5640-95E9-C1C8CCC39EA3,present,
F021117,6CCF721F-EB7C-B444-A8FF-6562957F5D35,present,
F021118,B2A20A00-2A63-C940-9C5C-05708AC78F40,present,
F021119,03D8540C-1CAF-EB41-A447-9F9263E2A092,present,
F021120,543017C3-FF69-864B-809D-9155E3F92B7F,present,
F021121,6C78BC05-6D5A-5D42-B938-F5B4CCBCE10B,present,
F021122,5027881A-5D1B-0742-BC3E-86160D208611,present,
F021123,5FFF2994-7EDB-C249-8936-EFECD380492D,present,
F021124,80022FB6-5542-4844-A004-2CC4F8674E4E,present,
F021125,EEFC7AF7-DEF2-9B49-8CE4-104EC20825F3,present,
F021126,1313F8BB-0712-FE46-9BF5-82EC1847A36E,present,
F021127,A27A28C4-8267-184D-B4F4-30731A5B13B6,present,
F021128,8A796B65-CFCD-9A40-905D-C64A52CDC5C2,present,
F021129,9CA47A03-0F7C-6949-9C8B-887F90E3CFBE,present,
F021130,0342A0F8-7F65-964F-980E-EB04606895C8,present,
F021131,9966AF85-3A56-6649-A4A5-54847059E78D,present,
F021132,C3CFF885-0C89-4E42-8C5D-67A5FB02F234,present,
F021133,31C694D1-582D-0D4D-8B3A-67CDEE7239DF,present,
F021134,4D1556CC-6E47-B445-944F-FB540D3DD0B1,present,
F021135,1F590CDC-D1FF-CE45-89BB-D95F2DE35854,present,
F021136,E8954E3D-12CC-814F-94F0-37490D34F43A,present,
F021137,B18354C6-F9A0-CB49-8CE5-5D2EA33208C7,present,
F021138,D4E36F77-8000-5041-BD49-9DAC6AC1E1E3,present,
F021139,711F2E17-0AB9-2E41-A30E-2024263C4929,present,
F021140,B31142D4-0A17-8948-BF47-7874068745C0,present,
F021141,BB943574-8845-9C4E-BBA4-1E91ADCD26B3,present,
F021142,B3AEB279-B006-8447-8DAB-1ED698273738,present,
F021143,F3A5C4C7-143B-BD43-891C-821171C1D0CF,present,
F021144,9F2850C6-EE0F-1B40-B3D6-AB08F9F1F19F,present,
F021145,744B4170-CF53-6742-9744-BF4C315E1081,present,
F021146,552DC66D-9B67-9643-BF3F-F90B8BECCBD9,present,
F021147,0A2B648A-9E67-8F49-87C7-171C2CEB71BF,present,
F021148,C8873B78-5720-5F4C-91CF-5220B06A180F,present,
F021149,488686A4-98C1-0944-AAD7-A766CBA2BA1F,present,
F021150,05FAA8B7-F219-C84C-B06A-786DD0ECC8F1,present,
F021151,2EA1CA96-4F8D-F048-AE40-D69DC6123D0F,present,
F021152,975E04D2-BF78-6D45-8101-B9F7FE774BE5,present,
F021153,E2074F7E-496B-C64C-906D-E3CF3F572536,present,
F021154,049E4A49-3C80-324C-A48B-DE6DD683C6B3,present,
F021155,B8EBC27D-22B6-1A46-B065-4EBA43B4A4BA,present,
F021156,901BABA5-5111-B649-BE32-A92196A97F77,present,
F021157,911E4890-F4C9-E748-8E74-4E97AF92C951,present,
F021158,BFFB01FF-9574-A74F-95C1-B9B5FE368220,present,
F021159,31C42F0B-2774-C046-BC21-5E78224338D5,present,
F021160,F606D81C-0020-B14D-9F1F-0332DE333EA6,present,
F021161,17A267C4-9208-4746-9157-8CA40F4BD9DB,present,
F021162,41F3A0D8-C263-5E4F-BC8A-568D064F3FD3,present,
F021163,AA15379E-8E40-6749-8BA5-2E57871B0797,present,
F021164,43E018E7-8DB7-E548-9E6B-2E3F5C07114A,present,
F021165,43580B37-F7D5-5F4F-B9B4-3FA1CFD23864,present,
F021166,4777B6F5-DE6E-E043-959F-F28EA9E52666,present,
F021167,9510E84B-6212-E645-B16C-5FBBFE927504,present,
F021168,5F3AED30-9BA1-A34C-8936-5CFCBD228473,present,
F021169,12566997-2B4A-424C-92DC-EE333E81AA70,present,
F021170,6816E201-123F-AB4A-8729-DFF33209DE2C,present,
F021171,BB2BDF1A-6F0F-AA45-B246-5EE03228596F,present,
F021172,755B57CF-2F45-1F4C-B70B-CFC25EA4BDF8,present,
F021173,CA9CAA20-DB04-F845-899D-DD49A90CB3E2,present,
F021174,CD07CC72-18CF-E64A-AD6E-E33F4DA90583,present,
F021175,86F8B26D-20E8-D840-BD45-C981DFB03400,present,
F021176,2CE0F45E-2921-C742-AB9B-D607694F636A,present,
F021177,2DAB514F-33E3-6E48-92F5-1AE68D4DD997,present,
F021178,B66F0811-D93E-564F-9E8B-6C417111C99A,present,
F021179,CFEACE71-02BA-DB47-9852-FEBAC50E8257,present,
F021180,745AAD8B-1847-B64B-8706-CA9D33F644C4,present,
F021181,11E4BD21-84B2-864E-9453-2FB05E1024A9,present,
F021182,8C5438F6-D4DC-D540-9EB6-A0FBECD401E0,present,
F021183,D7B8BA65-AA6E-FB42-8A7F-E4797A0A1BDD,present,
F021184,813FE0B0-383E-EB40-BD2A-7AC5B3D8097E,present,
F021185,64188E83-A959-514D-9D14-8C0310275977,present,
F021186,DA96D1D9-CA08-AB43-B441-3B4CF52448E2,harvest_gap,03
F021187,B8323676-9A67-934E-AF64-23BE45FCE43D,present,
F021188,C5DBE9BC-7F0A-B647-A98C-11EF0023F6E0,present,
F021189,77250621-038C-DC4F-B0CF-4B8849CD9EC8,present,
F021190,92061113-DE91-E242-8E83-1615DE4AB51D,present,
F021191,38F479CA-D414-FF48-8725-1B8F906E089B,present,
F021192,61B7866D-2171-8441-BC5B-F3D3260AB44E,present,
F021193,503074D0-9A87-A949-A9BF-0851A625D686,present,
F021194,EE61B63B-C208-D844-9590-03579BF3CB21,present,
F021195,A733D146-B9F1-6642-9723-815D8B665820,present,
F021196,6A557C2A-0A2E-6F44-9162-83367245B68E,present,
F021197,128C823C-ACAA-3541-BD4B-175C468A74E0,present,
F021198,86FDB045-BE3C-A24E-97CF-FC022209EEFC,present,
F021199,525FA2DA-CE2F-344B-9D4C-2A76DE42BC48,present,
F021200,EE05187C-DECA-DC4F-ACA1-CE35007170F9,present,
F021201,5152BA48-A933-E442-AC35-1A646F3C38C6,present,
F021202,F2C9A7BB-D723-C046-829A-A4B352EDD2F0,present,
F021203,B2D94344-81FA-A34D-B2FF-21F73866318D,present,
F021204,8A1D3AC6-8DCE-B646-BD7E-0049998AE6E7,present,
F021205,F6013A20-E712-204F-8BE8-761CB41A0667,present,
F021206,3EDE5FF0-6D32-9A41-8BE4-E24A34571B6D,present,
F021207,2C653942-098D-964E-9B30-802C78573698,present,
F021208,0B17DCD9-3D45-7749-B947-5206D35512F3,present,
F021209,6D6FE909-6A00-894E-8C52-58737B171F77,present,
F021210,ED17B7C1-B903-8B4C-AB0E-7C5794F4EA5D,present,
F021211,D30D8566-3685-0A46-8E8E-B7D95F3B3BCC,present,
F021212,43F4174A-114A-6446-A5DA-45AE9C46F28B,present,
F021213,203D4A88-C921-3E4F-9D48-D39935C9A25D,present,
F021214,4D9D170E-38E7-234C-845F-D426FE646320,present,
F021215,7048BC67-DA8F-BE49-AC86-BAC380C72396,present,
F021216,1AE2A50F-98C0-3441-A630-133A0F9B1674,present,
F021217,27D6101C-B684-D34E-962C-25D8BD16B800,present,
F021218,D94A8B3C-8914-F048-8C14-E8621DD9A09C,present,
F021219,11FF008D-8FBD-FF4C-83A2-996BEE776B25,present,
F021220,43B16533-7852-F545-8953-9FA7E229539E,present,
F021221,3046FA35-71CA-DA45-ADE7-C8564C50C6F0,present,
F021222,1263F9D7-0E95-4A41-8D2F-9F0363EBD3B6,present,
F021223,9983BD85-B165-ED40-A083-8E52A5E13215,present,
F021224,6C8C494F-B6A4-8D47-A927-CC4DDEA3ED2E,present,
F021225,27AE731E-7788-9244-87D4-3BA9228E3433,present,
F021226,22B5E72A-FFB4-8F41-9FD3-DC93234417F9,present,
F021227,31317822-97C8-2844-AF5A-94D6BB179C61,present,
F021228,871CC9D6-85F2-C746-AE85-C8C817896181,present,
F021229,9613C44D-0C84-5345-8531-3EA3A488B925,present,
F021230,F2EC62B3-9CE6-F547-AB34-EE812A054E1F,present,
F021231,23A6630E-561A-6A48-A428-DDA8E74307E4,present,
F021232,B6BE5B28-B6E4-474F-AD85-78DA7DCDB9E5,present,
F021233,4251807D-30DF-8248-9CED-95CC09E94162,present,
F021234,F0760275-B0DB-6D4B-BE34-32C6A0D7BE5D,present,
F021235,FE5883D6-E17C-D94E-A83E-8DF3862B7078,present,
F021236,9D15410D-7351-144E-9F13-24BD64199A08,present,
F021237,BD3E9A8B-9DC3-0A48-96CC-A4DB4955EE33,present,
F021238,6E3664BB-FF57-CF42-9B60-BC6B48291289,present,
F021239,AE30FB2F-D575-2846-8590-0C55D5380FDD,present,
F021240,0B51BBF7-D212-524A-97A8-8325FCD1D9A2,present,
F021241,250D3A9C-4FCF-6C4D-B46E-5CA1293A34F4,present,
F021242,88F2E29B-07F4-FA48-AEC5-2C42985DB6E8,present,
F021243,7B6B432C-0DC5-1B43-B2CB-74B636A04E16,present,
F021244,8F89E687-77EB-494E-92D4-E3965F8748F0,present,
F021245,2A5FEC0C-DB2C-0A4A-8249-2B7163703289,present,
F021246,EC372FE1-071B-614F-AD34-5DC3A584F01A,present,
F021247,A6673D97-5F37-4147-B6E1-AADA3188BAF3,present,
F021248,0C55A1E1-83FD-8642-8E1D-36BA38AFA8F2,present,
F021249,CE8624EE-4CF1-0740-A29E-E134855D97E4,present,
F021250,7855D917-46AC-FF41-8411-4ED2A5087823,present,
F021251,A46849D6-6F02-544A-A456-E293AA704B9E,present,
F021252,8A070FD3-94AC-FF42-ADFE-87CA2ADD410D,present,
F021253,133E651D-5209-D546-85EC-D43A98D6C829,present,
F021254,31CF1D25-85D4-3B4A-8C94-B7D2D368CA90,present,
F021255,D70A0B81-F048-8945-BDB9-8EF05726D5ED,present,
F021256,7449442D-EE74-274C-953E-6E73CD4C4B88,present,
F021257,8B33232E-1AEF-3848-BC25-6DD422C93591,present,
F021258,D189AE40-8ED8-704E-939F-B9DCFA1B872C,present,
F021259,DC28674B-3E75-B648-AA9E-782065D8F1E2,present,
F021261,F60CD615-3A2E-824E-8DA2-E2DB124E3DC9,present,
F021262,BFADC3C0-F757-2347-B4C5-471981B4FE4B,present,
F021263,7EF11A92-B23A-2A42-828B-CB4C53ED25DC,present,
F021264,AF0FAEE3-2DA1-2C47-97AA-A1A93F56B2B4,present,
F021265,D1F8728A-0FDF-2649-BC47-F8DD7DE0B353,present,
F021266,65406D9D-51E8-F44E-A0E0-A6D1704663AB,present,
F021267,CDE345A3-E1A6-354A-AE90-88702D3DFFBD,present,
F021268,40672DDC-B39E-9441-8013-621BB1EE943D,present,
F021269,1D57D98C-4C03-5D42-B8B7-28DAAFE7DAD5,present,
F021270,9A134CEB-5AF8-2B41-8B70-D64FEAD44C12,present,
F021271,02E47739-C432-EE41-98E6-60DEA401571D,present,
F021272,73FD2AC9-7E5B-2047-ADAA-61E40FE7A11D,present,
F021273,F3102721-435D-A647-A00F-F4474CA4CB89,present,
F021274,EAFEA862-00EC-CA48-A8A9-1329869C1698,present,
F021275,8C541CEB-3777-814A-BB27-653FF10EE6B3,present,
F021276,F26DA80A-9583-8E42-B746-522B72415590,present,
F021277,AA939CF0-3F51-E147-8F92-EAEACA7D99FB,present,
F021278,B1F220A9-ADB0-A64F-A0C8-ADD27D534A05,present,
F021279,44CDED9A-498C-9444-A43C-E7868C09FED4,present,
F021280,A4D6F415-AA8B-B840-A617-45030D61A918,present,
F021281,AC933C8C-C01A-F442-B500-C1DF5E0324AA,present,
F021282,5FBF5768-2551-F44E-91DD-6EB5779D08CE,present,
F021283,4A5FF335-4E2B-1B4C-8040-E9846B7E2D6B,present,
F021284,2D1C67D1-4D5D-CF41-8821-CFB73FD818FD,present,
F021285,54EE6647-99EB-A949-934B-EB1788FEF677,present,
F021286,749EE497-E3D1-854B-9889-B8D858D0D291,present,
F021287,5CF45884-7DE0-5446-B4BC-B2053A4F1CFA,present,
F021288,70BF9DFE-7889-F94E-A77D-F8D0345D970B,present,
F021289,D7091694-BB24-EB40-8B03-1286109DDD30,present,
F021290,AD1B2601-CBCB-9141-89C0-05698DF148A9,present,
F021291,B4FCA9E2-5002-6246-972A-8D49AF3AF0E2,present,
F021292,9D681B30-7B86-604B-98E6-59B40F6A7B1E,present,
F021293,423E8B35-1160-EA4C-9B81-E31ADCFB8E4A,present,
F021294,6AFBCD84-C85D-EB49-892E-289C3F4D6568,present,
F021295,686143D1-4669-BF47-8BCE-E6603ECFCF15,present,
F021296,3A3544BC-051C-9F4E-8E6E-E1940445D9B1,present,
F021297,CDE221E3-C052-EC4A-BB9B-C28E2DD36227,present,
F021298,DC54DDE2-0CDA-934E-96A0-3EDFFCE17BE4,present,
F021299,7FA89213-75FE-3B49-A6E9-1C756601461F,present,
F021300,1EB5B02A-BB04-DD4A-B57D-E346D08FCC0E,present,
F021301,C18A8B4E-AB43-BE42-8B63-74999D9BB10A,present,
F021302,182B0AB0-4F22-C24B-904B-3ACFBDD880A8,present,
F021303,513100BD-6B14-C748-BC69-55EA936258F7,present,
F021304,76A83C86-5E6A-664C-BD3A-A428007BB03F,present,
F021305,B1C85B3C-625D-0449-B0DA-6B901490337E,present,
F021306,6511A940-19AE-C745-83AA-3BCF503F02C1,present,
F021307,074258AA-2CCA-6244-BB7A-0B59E250D261,present,
F021308,6D6BEA78-2347-7945-A910-D7527B2988DB,present,
F021309,56558BF4-8207-B34C-A220-7FE2EE885F62,present,
F021310,919F606D-6CC5-834E-B501-5552E07FDC79,present,
F021311,453945E4-5EC7-3942-BD07-EBAB7534BCA9,present,
F021312,EF274017-D01B-B744-B4B9-8DF79880D2DA,present,
F021313,92CA41B0-2796-6F49-B70C-DDF4F79FB82C,present,
F021314,FC9B3F21-D716-4448-85E7-B74C873AC5A7,present,
F021315,44D5EE6D-D5CB-1743-8398-ABD6CF409093,present,
F021316,D9288EA5-424D-DB41-91F3-677511F53296,present,
F021317,EA7D1375-ABE2-E841-9189-DC95FF5E2502,present,
F021318,47E5A541-4F28-2F49-9B2B-6895D1A1C13C,present,
F021319,32777212-B51F-DF45-9E32-B325642A54FF,present,
F021320,EA22CE14-6FD2-3A4E-AEEF-B3D7D87EF8A5,present,
F021321,355FB328-5C07-CB46-BE9A-874CF0AC55DA,present,
F021322,9579211F-02C7-9F49-B6D0-85F931D5A762,present,
F021323,2EB4F029-ED07-E640-B44B-96DC20A19409,present,
F021324,C66A4B9C-F068-3946-8F9E-627CD8E6A08E,present,
F021325,8AA5B83E-F22B-DF45-8B37-3F9CC1B9A331,present,
F021326,BF7A3C6D-D483-6D43-8531-5F5E8B36D1AD,present,
F021327,C0F9C520-D1B0-924D-BD98-29899ED0B1E2,present,
F021328,E44BE503-982E-4C45-932D-03C08D37E90F,present,
F021329,B1F9FAA9-A38D-0149-8674-31A533B20CB3,present,
F021330,87C35256-DE68-F348-AE4E-7EA8E7A0DECD,present,
F021331,03CB1604-C20E-8A49-94EE-118997590DC6,present,
F021332,239AAE0A-AF51-E847-86ED-6F3C3F430D3C,present,
F021333,9C0AB11C-3ED7-244F-9D00-B537FCEE9B15,present,
F021334,8121473E-A196-2E48-8643-AD37EA63E31D,present,
F021335,E2AFC644-09AA-9343-9EC5-8D964CF6EAC0,present,
F021336,192DD580-6756-E440-B988-52CDE3396CEB,present,
F021337,B77533F1-18EE-B74E-AAF7-E99080B88021,present,
F021338,2E8738AF-DEB0-7942-8F02-166066E13B60,present,
F021339,37A0122B-CBA9-0849-A2AD-2339422E080F,present,
F021340,251DFC79-84C1-054D-9492-43EC3BCD5D2F,present,
F021341,A5C08E95-140F-2C45-9EEE-9C6E25F24315,present,
F021342,00059F72-740A-C042-A69C-89ACF5C9DE45,present,
F021343,E2066185-CBE3-A640-BF52-C58BDED48A8A,present,
F021344,51D57CDC-4108-9A43-8507-C489793553C3,present,
F021345,78B4DE5F-E128-D840-9171-7A64F6A5A835,present,
F021346,F100CEF3-049C-5A41-84F6-79B69C850491,present,
F021347,A06BF2F0-EAFD-554F-9F87-AB9787CC8D17,present,
F021348,DE63EC75-1BE3-3C4B-B3C9-DF07D959479D,present,
F021349,09583D66-50AB-B449-8F41-22B520416BEE,present,
F021350,4C57A73F-57F7-5149-8AEF-935816C51E4A,present,
F021351,9BBAFFDC-DDC3-5240-93FA-54C2EFBB7636,present,
F021352,B80EB72F-8E7F-B842-BD2F-525510CD2142,present,
F021353,31284285-1A9F-CF40-ADB5-F8A9BA70B51F,present,
F021354,C56818D1-68E1-A940-A498-CBD1DDEB4F2E,present,
F021355,77F31E77-DBB8-BF4A-85B8-B44399762E2F,present,
F021356,26538556-53B4-D14A-93C7-1D9C2385650F,present,
F021357,6CBBACA6-339E-A649-8A0C-719F1D77529B,present,
F021358,DF3ED3E4-464B-9F4B-A7C6-00F7DD62FEDC,present,
F021359,6BE36476-3779-2047-9468-0C92AA1EDDBB,present,
F021360,2693DA98-2CFF-904E-89E6-22D8A04DFF20,present,
F021361,CE35DE48-554E-2445-8FEB-BF949AE631ED,present,
F021362,491A58D3-F7EE-234A-99FC-FE894D26ABAC,present,
F021363,3EEC47A3-0A8D-E44C-ABC5-1B2AA49A661D,present,
F021364,F31E2954-7A71-6E40-87DC-8E8FABC8C387,present,
F021365,08BC4D36-443D-F14E-ADBD-3193BA7C5062,present,
F021366,07EF9030-547E-6C4D-B5DD-AC1800FE10CF,present,
F021367,FE6AC727-C4F7-A742-8F59-71A9C665F022,present,
F021368,30C83DA5-E960-5A45-94CA-5FD7EFB13FF6,present,
F021369,29A24899-6DC6-414C-885E-5ADD70FBBAFD,present,
F021370,D1EACB85-9C4A-3340-82D7-8992A4926B57,present,
F021371,84FE4C99-9426-2142-A2CF-B0647CFAFF21,present,
F021372,844FB045-8949-A944-95C4-DA91219EC754,present,
F021373,7BABBAF2-E451-014F-9C74-5598E5BA3114,present,
F021374,B6E901D2-D1EC-E24E-8A40-3AFD319958AD,present,
F021375,701F359B-4DE8-C049-965C-2879BDF47C20,present,
F021376,91C51BC7-6FD0-9343-90F1-9B7EDB67609D,present,
F021377,6AF54521-5C99-C54F-81DA-EDEE41C1BB54,present,
F021378,BCC2EE11-A70C-9C40-A32B-FDE19131EEA3,present,
F021379,45E91134-3879-6649-ACDB-D2CA05E5BFE8,present,
F021380,C61BC3B8-2C63-DF44-A559-FE770FA30DEC,present,
F021381,9B749A28-CD40-EB4A-A176-6521045659A6,present,
F021382,97F083A3-19F1-9C42-81F7-0812503AE791,present,
F021383,E1754C4D-0EC8-9640-9A47-DC158502A7FA,present,
F021384,C62DA091-8ABB-2F42-8575-6C5424E55F8D,present,
F021385,E5D01759-BB66-4442-B9A4-B1B95DF93CAB,present,
F021386,7C49C73F-0017-E94C-85B4-07B3223A4788,present,
F021387,FB64A511-D9FA-F14C-9170-00770DE39262,present,
F021388,128E0B6F-BB44-F84C-A4B0-323E1DB71EB9,present,
F021389,F6E2EFC2-24C6-0448-8F02-CC636A8AC6E1,present,
F021390,5EC3CB16-899A-D24C-BE64-9C8EC17E37A4,present,
F021391,D60E8BDF-E4D1-5E4E-AF0E-121BDC3F7E17,present,
F021392,1AB444AD-22F8-1A4F-AF07-28C2029FFE41,present,
F021393,11623996-D65C-E845-87F8-AB2D7FC9B2C1,present,
F021394,AA3A2D8A-6D8A-0D4D-9215-0264D97103D7,present,
F021395,890548E9-34DA-6249-A2B3-079056C9BA17,present,
F021396,7F15CCAC-1EA4-1142-9E85-551BFA34C06C,present,
F021397,2494068E-3EED-BB45-8AAC-44BFF8046F58,present,
F021398,92C73A39-EE46-1D40-B4F9-5CE0CB250511,present,
F021399,E9925DBB-7ACC-B040-93D3-F53A4D4AEEB6,present,
F021400,524D1504-6B42-454C-831D-F117BB94E5F5,present,
F021401,C1C39D15-8085-7943-9866-A3DADBEA11B1,present,
F021402,77160D1F-0C3B-2048-AB94-136B7DB3620D,present,
F021403,C1AAF26A-BCC5-D643-A7FD-31DF9D904FAE,present,
F021404,75B97C61-AAB2-4C44-B7CF-76D384D45F91,present,
F021405,AE54E0CC-12DF-804B-B2B3-A8E917BAAC1D,present,
F021406,6BC4CD59-2D61-C441-AC91-E481FBDBC6F2,present,
F021407,68676C31-4230-DC4E-AF96-77AFA03B5BE4,present,
F021408,77739E67-50DC-AA40-9FB8-00B5EB928490,present,
F021409,E55455C9-A97D-F74A-BA05-7823C8895BF5,present,
F021410,CF82C193-B7C5-254B-9948-207C56E4DC3D,present,
F021411,4E137877-1097-8D46-8EBF-2F09ACCD90E9,present,
F021412,A95E6D50-DD8A-464F-9616-16EB198B5233,present,
F021413,65ACBC0F-9A75-5545-8103-0E3D07127DFB,present,
F021414,0EE0B6F3-958E-1543-A702-E930339364DD,present,
F021415,D5595271-15BB-9F43-815D-40A52130B6B1,present,
F021416,11D16AB7-6423-9040-B9DA-31B48B86418A,present,
F021417,40B6FE19-272A-9B40-AE42-A9D50EE1F645,present,
F021418,2FDFD6AA-49D8-474D-A0EA-9E88E682FB0D,present,
F021419,288B5AC5-9265-384E-8248-B0530A19B003,present,
F021420,060FD3A3-848C-4B43-A520-C4AC5953E3D9,present,
F021421,F5DBF98F-EFA0-4043-A1DE-51268EBB311C,present,
F021422,ABD2174F-1A1B-DC49-BE0C-75D321A3FD0A,present,
F021423,EFEC626C-C4B6-D848-AC42-CA8183CA3883,present,
F021424,7A7BDD9A-8693-F346-8916-188126F2946A,present,
F021425,7E092B11-5942-B547-AE40-027A68138F27,present,
F021426,F77D9797-BE3A-274D-BE7B-8263800CEB28,present,
F021427,625361B6-18C4-3246-AA3F-C99100F31976,present,
F021428,D87FA309-3640-A94E-9ED9-9B5316FC84CD,present,
F021429,1E2FB2FD-5149-914E-9A0A-8DDCB93C3D52,present,
F021430,7C63B85F-E65B-D740-AA5A-A7CC4FC58652,present,
F021431,42B9010C-6C68-D543-823F-3963A04A3830,present,
F021432,D8AF2124-8FF9-B145-837A-AD3B6912CA2D,present,
